Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1462937652,3229MA,NY,COM,10/09/2010 12:00:00 AM,46,DELV,INTER,P,27790,17890,17910,20200430,,0,401,959999,0401,0000,0722A,,NY,F,230,PARK AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2012,-,0,,,,,
1462937410,68094JZ,NY,COM,10/09/2010 12:00:00 AM,46,DELV,HIN,P,24890,17890,17910,20200228,,0,401,959999,0401,0000,0957A,,,F,459,LEXINGTON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1462937366,52939PC,NY,APP,10/09/2010 12:00:00 AM,46,DELV,MACK,P,24890,17870,17890,0,,0,401,959999,0401,0000,1043A,,,F,447,LEXINGTON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1455318061,BPS2233,NY,LTR,10/09/2010 12:00:00 AM,62,TRAI,,K,13235,0,0,0,110,110,3,160699,0003,0000,0523P,,Q,,,FMCP,WORLD FAIR MARINA ST,0,408,E1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1454002803,HYA5443,NY,PAS,10/09/2010 12:00:00 AM,19,SUBN,,P,33200,45050,18600,20200510,121,121,121,936156,0121,0000,0131A,,R,O,54,HOLLAND AVE,,0,408,C,,BBBBBBB,ALL,ALL,BL,0,0,-,0,,,,,
1463017789,56248MG,NY,COM,10/10/2010 12:00:00 AM,46,VAN,FRUEH,P,24890,18670,18690,0,,0,401,947714,0401,0000,,,NY,F,1251,LEXINGTON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0,2015,-,0,,,,,
1462779396,WRW9190,OH,PAS,10/10/2010 12:00:00 AM,21,SUBN,HONDA,S,6480,8780,8830,0,66,66,0,529560,KS12,0000,0806A,,K,O,4421,14 AVE,,0,408,D1,,YYBYYBB,0800A,0830,BLUE,0,0,-,0,,,,,
1461787324,GKY1153,NY,PAS,10/10/2010 12:00:00 AM,21,VAN,FORD,S,7990,7790,19090,20191218,115,115,0,594214,QW03,0000,0850A,,Q,F,97-18,31 AVE,,0,408,D1,,BBBYBBB,0830A,1000A,WHT,0,1997,-,0,,,,,
1461787312,HLD6987,NY,PAS,10/10/2010 12:00:00 AM,21,SDN,HYUND,S,8190,19040,19090,20210212,115,115,0,594214,QW03,0000,0845A,,Q,F,97-19,32 AVE,,0,408,D1,,BBBYBBB,0830A,1000A,SILVE,0,2014,-,0,,,,,
1463073665,28569MH,NY,COM,10/11/2010 12:00:00 AM,14,VAN,FRUEH,P,34230,10065,11110,0,10,10,401,947643,0401,0000,0325P,,,O,557,WEST 23 STREET,,0,408,C,,BBBBBBB,ALL,ALL,BROWN,0,2010,-,0,,,,,
1461778992,W16JNA,NJ,PAS,10/11/2010 12:00:00 AM,21,,INFIN,S,56490,59890,41290,0,104,104,0,587593,QW05,0000,0810A,0810A,Q,F,55 56,MYRTLE AVE,,0,408,D1,,YYYYYYB,0800A,0830A,GREY,0,0,-,0,,,,,
1461778955,HTA6405,NY,PAS,10/11/2010 12:00:00 AM,21,,TOYOT,S,41290,59890,56490,0,104,104,0,587593,QW05,0000,0738A,0738A,Q,O,803,CYPRESS AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,0,-,0,,,,,
1455252669,TJR261,HI,PAS,10/13/2010 12:00:00 AM,20,,DODGE,K,13235,0,0,0,110,110,3,160684,0003,0000,0420P,,Q,O,,FMCP,TENNIS COURTS,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1463080311,28569MH,NY,COM,10/14/2010 12:00:00 AM,19,VAN,FRUEH,P,0,0,0,0,10,10,401,946903,0401,0000,0220P,,NY,F,,W/S 7 AVE,S/O W 17 ST,0,408,L2,,BBBBBBB,ALL,ALL,BK,0,2016,-,0,,,,,
1454430783,FMW2343,NY,PAS,12/01/2010 12:00:00 AM,46,SDN,MERCU,P,10880,16830,7430,20200731,62,62,62,916963,0062,0000,0310P,,,F,2274,86 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1464742959,2NR3826,PA,PAS,12/22/2010 12:00:00 AM,45,DELV,INTER,P,0,0,0,0,,0,401,958206,0401,0000,0735P,,,,,S/W C/O E 53 ST,MAD AVE,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1464350127,AG86374,CT,999,12/24/2010 12:00:00 AM,21,SUBN,CHRYS,S,82930,31530,54110,0,81,81,0,637093,KNB0,0000,1156A,,K,F,87,STUYVESANT AVE,,0,408,D1,,BYBBYBB,1100A,1230P,RED,0,0,-,0,,,,,
1474988301,44510MN,NY,COM,03/12/2011 12:00:00 AM,40,DELV,HWO,P,0,0,0,20200231,,0,401,934297,0401,0000,1101A,,NY,F,65,W 56 ST,,0,408,E2,,BBBBBBB,ALL,ALL,W,0,2013,-,0,,,,,
1457343290,KXH8728,PA,PAS,06/13/2011 12:00:00 AM,21,SUBN,FORD,S,31190,36570,36590,0,32,32,0,667988,MN03,0000,1135A,,NY,O,610,ST NICHOLAS AVE,,0,408,D1,,YBBYBBB,1130A,0100P,WHITE,0,0,-,0,,,,,
1403956352,HXD9466,NY,999,07/18/2011 12:00:00 AM,20,P-U,DODGE,X,0,0,0,20200105,122,122,992,1172,0992,0000,0726A,,R,F,,,,0,408,D,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1451554357,GWJ5884,NY,PAS,07/27/2011 12:00:00 AM,71,SDN,HYUND,S,27140,14240,14490,20210501,111,111,0,587849,QE11,0000,1050A,,Q,,68-03,242 STREET,,0,408,D1,,BBBBBBB,ALL,ALL,BLUE,0,2010,-,0,,,,,
1452906956,BLANKPLATE,99,999,08/07/2011 12:00:00 AM,41,,CHEVR,P,0,0,0,20111201,,0,0,0,0000,0000,1000P,,BX,O,,,,0,408,D,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1459734415,JJT1271,NY,PAS,08/09/2011 12:00:00 AM,21,SDN,VOLKS,S,43730,48330,56230,20210609,75,75,0,686983,KN05,0000,1157A,,K,F,735,GEORGIA,,0,408,F1,,BYBBYBB,1130A,0100P,GREY,0,2003,-,0,,,,,
1460467899,CAS9791,NY,PAS,08/10/2011 12:00:00 AM,21,SDN,NISSA,S,76650,36320,70620,20201114,52,52,0,695293,BX08,0000,0844A,,BX,F,62,W FORDHAM RD,,0,408,D1,,BBBBBYB,0830A,0900A,BLUE,0,2007,-,0,,,,,
1460228236,2NEJ61,MA,999,08/29/2011 12:00:00 AM,21,SDN,ME/BE,S,7940,8990,9140,0,114,114,0,685667,QW06,0000,1000A,,Q,F,38-04,30 ST,,0,408,D1,,BBBYBBB,0930A,1100A,WH,0,0,-,0,,,,,
1461381393,96668MJ,NY,COM,09/10/2011 12:00:00 AM,17,VAN,ME/BE,P,34370,10510,10610,0,,0,401,962895,0401,0000,1030A,,NY,F,119A,WEST 30TH STREET,,0,408,C4,,BBBBBBB,ALL,ALL,WH,0,2016,-,0,,,,,
1461321591,13202PC,NY,APP,09/10/2011 12:00:00 AM,48,TRAL,KENWO,P,24890,18030,18050,20200228,17,17,0,923731,CTTF,0000,1059A,,NY,O,600,LEXINGTON AVENUE,,0,408,E9,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1461321542,96085MA,NY,COM,09/10/2011 12:00:00 AM,46,VAN,FRUEH,P,25390,18130,18150,0,17,17,0,923731,CTTF,0000,1039A,,NY,F,598,MADISON AVENUE,,0,408,L2,,BBBBBBB,ALL,ALL,BRN,0,2011,-,0,,,,,
1453346065,JBN6048,NY,PAS,09/29/2011 12:00:00 AM,10,SUBN,HONDA,K,22425,22320,0,20201010,42,42,2,160568,0002,0000,0825P,,BX,,,CROTONA PK,CROTONA AVE,0,408,B,,BBBBBBB,ALL,ALL,GREY,0,2005,-,0,,,,,
1460264370,T698975C,NY,OMT,10/11/2011 12:00:00 AM,21,SUBN,TOYOT,S,9540,14690,14840,20200228,108,108,0,668664,QW02,0000,0921A,,Q,O,69-14,41 AVE,,0,408,D1,,BBBBYBB,0900A,1030A,BLACK,0,2016,-,0,,,,,
1452755905,KGV1706,PA,PAS,11/01/2011 12:00:00 AM,20,VAN,CHRY,P,0,40404,40404,20200531,110,110,803,354200,T803,0000,0956P,,Q,F,86-10 9,ROOSEVELT,,0,408,D,,YYYYYYY,ALL,ALL,GY,0,0,-,0,,,,,
1463224370,92003MH,NY,COM,11/04/2011 12:00:00 AM,14,DELV,ZENIT,P,34350,10510,10610,20191231,,0,401,961315,0401,0000,0959A,,NY,F,143,W 29 ST,,0,408,C,,BBBBBBB,ALL,ALL,YW,0,2016,-,0,,,,,
1455784540,HLM2676,NY,PAS,11/05/2011 12:00:00 AM,71,SUBN,TOYOT,P,67730,45730,14730,20200822,60,60,420,937335,0420,0000,0910A,,K,F,2265,OCEAN PKWY,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,2016,-,0,,,,,
1460691477,M35FBH,NJ,PAS,11/11/2011 12:00:00 AM,17,SUBN,ME/BE,X,36990,40404,40404,0,5,5,0,0,0000,0000,0110A,,,O,80,161TH STREET,,0,408,J3,,YYYYYBB,0700A,0700P,,0,0,-,0,,,,,
1447014558,27206MM,NY,COM,11/15/2011 12:00:00 AM,17,VAN,CHEVR,P,20340,40404,40404,0,1,1,0,910119,TD02,0000,0750A,,,F,260,BEACH ST,,0,408,D1,,BBBBBBB,ALL,ALL,WHT,0,2018,-,0,,,,,
1461595022,Z43LDL,NJ,PAS,12/21/2011 12:00:00 AM,63,SDN,VOLKS,P,6390,7090,7140,20210430,114,114,114,932582,0114,0000,1223A,,Q,O,24-19,19 ST,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1463507471,ASN9230,NY,PAS,12/26/2011 12:00:00 AM,21,SDN,SUBAR,S,30790,13460,20190,20210804,1,1,0,598681,MN02,0000,0940A,,NY,O,2,SPRING ST,,0,408,D1,,YBBYBBB,0930A,1100A,BLUE,0,0,-,0,,,,,
1472181190,74326MN,NY,COM,03/11/2012 12:00:00 AM,19,SDN,MERCU,P,52930,93250,42730,20220228,84,84,84,938534,0084,0000,0229P,,K,F,400,JAY ST,,0,408,D,,BBBBBBB,ALL,ALL,TN,0,2005,-,0,,,,,
1471991155,JFG2544,NY,PAS,03/11/2012 12:00:00 AM,98,SUBN,HYUND,P,86430,11930,32530,20210310,90,90,90,962160,0090,0000,1050A,,K,,422,UNION AVE,,0,408,C4,,BBBBBBB,ALL,ALL,GY,0,2018,-,0,,,,,
1468427763,44439ON,NY,COM,03/12/2012 12:00:00 AM,46,DELV,,P,0,0,0,0,11,11,400,927137,0400,0000,1256P,,,,,C/O PARK,,0,408,C3,,BBBBBBB,ALL,ALL,W,0,0,-,0,,,,,
1472777530,JAB9682,NY,PAS,06/06/2012 12:00:00 AM,40,SDN,TOYOT,P,8730,5880,5980,20220511,66,66,66,957541,0066,0000,0420A,,K,F,875,43 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2018,-,0,,,,,
1448566599,XGJM39,NJ,PAS,07/12/2012 12:00:00 AM,46,DELV,HIN,P,17090,10110,10010,0,9,9,9,960081,0009,0000,1246P,,NY,F,321,E 5TH ST,,0,408,E9,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1450091362,JCB8684,NY,PAS,08/08/2012 12:00:00 AM,21,SUBN,BMW,P,0,0,0,20200801,107,107,504,333060,T504,0000,1051A,,,,,N/S 75 RD,E/O 150TH ST,0,408,D1,,YBBYBBB,1030A,1200P,WH,0,2015,-,0,,,,,
1440230146,BPG2254,99,PAS,09/14/2012 12:00:00 AM,98,SUBN,DODGE,P,55830,33630,28750,20200702,75,75,75,959294,0075,0000,1208A,,K,F,999,LIBERTY AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GREEN,0,2003,-,0,,,,,
1457710195,JHS5544,NY,PAS,09/22/2012 12:00:00 AM,40,SUBN,KIA,P,0,0,0,20210407,52,52,52,904435,0052,0000,1040P,,BX,,,N/W C/O PERRY,MOSH PKWY,0,408,E2,,BBBBBBB,ALL,ALL,B,0,2020,-,0,,,,,
1462927208,78520MM,NY,COM,10/05/2012 12:00:00 AM,14,VAN,FORD,P,17230,10210,10110,20210430,9,9,401,938460,0401,0000,0630P,,,F,237,E 12 ST,,0,408,C,,BBBBBBB,ALL,ALL,WH,0,2019,-,0,,,,,
1463072788,HWW6919,NY,PAS,10/11/2012 12:00:00 AM,14,SUBN,CADIL,P,0,0,0,20200401,,0,0,944684,CTTF,0000,0809P,,NY,,,S/S E 90 ST,EAST END,0,408,I3,,BBBBBBB,ALL,ALL,GY,0,2018,-,0,,,,,
1462193328,ABZ262,OK,PAS,10/12/2012 12:00:00 AM,37,SUBN,GMC,X,25645,72,97920,0,19,19,977,806173,0977,0000,0407P,,NY,O,281,MAIN ST,,0,408,I4,,YYYYYYB,0700A,0700P,GRAY,0,0,-,0,,,,,
1464774043,63659JM,NY,COM,12/05/2012 12:00:00 AM,14,DELV,INTER,P,34030,10410,10510,0,10,10,401,938460,0401,0000,0350P,,NY,O,3,WEST 13 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0,1997,-,0,,,,,
1451369530,JKJ1014,NY,PAS,12/06/2012 12:00:00 AM,50,SDN,HONDA,P,68951,68942,14180,20210614,69,69,69,962404,0069,0000,0632A,,K,F,46,PAERDEGAT 7 ST,,0,408,E5,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1464696070,28965MM,NY,COM,12/12/2012 12:00:00 AM,47,P-U,FORD,P,34890,10610,13610,20210121,,0,401,934297,0401,0000,1210A,,NY,F,211,W 56 ST,,0,408,C,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1464197556,T750377C,NY,OMT,12/12/2012 12:00:00 AM,21,SUBN,INFIN,S,41520,62920,40320,20201031,49,49,0,571185,BX11,0000,1017A,,BX,F,1947,HUNT AVE,,0,408,D1,,YBBYBBB,0930A,1100A,BLK,0,2018,-,0,,,,,
7862040820,AJE1845,NY,PAS,02/15/2017 12:00:00 AM,68,4DSD,CHRYS,T,47330,54100,52130,20170405,83,83,83,346173,T301,D,1244P,,K,O,321,Harman St,,0,408,C,,,,,BL,,2008,,0,11,,,,
1447720222,HAR7418,NY,PAS,12/20/2012 12:00:00 AM,41,SDN,MAZDA,P,8540,28790,7540,20210913,114,114,114,967028,0114,0000,0819P,,,F,25-50,34 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLCK,0,2016,-,0,,,,,
1454383148,HYB3132,NY,PAS,12/28/2012 12:00:00 AM,46,SUBN,FORD,P,86630,30930,62330,20200403,71,71,71,949425,0071,0000,0830P,,K,F,402,UTICA AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BL,0,0,-,0,,,,,
1454007369,JJG8000,NY,PAS,12/29/2012 12:00:00 AM,20,SDN,LEXUS,P,26828,18805,10265,20210627,121,121,121,951189,0121,0000,0226P,,R,F,145,E SERVICE ROAD,,0,408,D,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1458772895,22K553,NB,PAS,12/31/2012 12:00:00 AM,14,SDN,,P,0,0,0,0,34,34,103,355134,T103,0000,0245P,,NY,F,,S/S W 190TH ST,E/O BROADWAY,0,408,C,,YYYYYBB,0700A,0400P,GY,0,0,-,0,,,,,
1476783159,31375MG,NY,COM,03/12/2013 12:00:00 AM,17,DELV,FRUEH,P,24990,21350,45440,20200312,1,1,0,369594,MST1,0000,0313P,,NY,F,1,LIBERTY ST,,0,408,D,,YYYYYBB,0700A,0700P,WH,0,2006,-,0,,,,,
1475135490,72458MA,NY,COM,03/26/2013 12:00:00 AM,48,DELV,FORD,P,0,0,0,20201031,13,13,401,934859,0401,0000,0740A,,,,,S/E C/O E 15TH ST,MADISON AVE,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2010,-,0,,,,,
1459282929,65140MM,NY,COM,07/26/2013 12:00:00 AM,47,DELV,FORD,P,10210,17550,17570,20200131,13,13,401,950811,0401,0000,1212P,,NY,F,398,3RD AVE,,0,408,F4,,YYYYYYB,0700A,0700P,WH,0,2015,-,0,,,,,
1461101130,T686579C,NY,OMT,07/29/2013 12:00:00 AM,54,SDN,TOYOT,P,0,0,0,20191031,14,14,401,948263,0401,0000,0436P,,NY,,,C/O W 33RD ST,8 AVE,0,408,E5,,BBBBBBB,ALL,ALL,BK,0,2016,-,0,,,,,
1457408788,77768MJ,NY,COM,08/01/2013 12:00:00 AM,78,VAN,ME/BE,P,45228,43530,70041,20201031,121,121,121,965605,0121,0000,0043A,,R,F,141,ROCKVILLE AVE,,0,408,K6,,BBBBBBB,ALL,ALL,WHT,0,2016,-,0,,,,,
1460582974,AS19329,CT,PAS,08/04/2013 12:00:00 AM,62,SUBN,HONDA,X,205,0,0,0,100,100,835,900107,0835,0000,0432P,0415P,Q,,,RIIS PARK,MAIN LOT SECTION 2,20130804,408,D4,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1459215977,HXA6353,NY,PAS,08/12/2013 12:00:00 AM,41,SDN,HONDA,P,0,0,0,0,18,18,401,959880,0401,0000,0428P,,NY,,,E 58TH ST,I/O LEXINGTON AVE,0,408,,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1449735526,HYB1328,NY,PAS,08/13/2013 12:00:00 AM,46,SDN,HYUND,P,80430,75430,86630,20200228,77,77,77,955179,0077,0000,0813P,,K,O,1125,ST MARKS AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2009,-,0,,,,,
1461269982,89311JS,NY,COM,09/12/2013 12:00:00 AM,40,,GMC,P,51030,86530,72230,0,76,76,0,930208,0000,0000,1000,,,,318,HOYT,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0,2007,-,0,,,,,
1446721401,JAL2522,NY,PAS,10/04/2013 12:00:00 AM,40,SDN,AUDI,P,26640,33320,69020,20200627,42,42,807,958313,0807,0000,0220A,,BX,F,761,EAST 166TH STREET,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2009,-,0,,,,,
1452809963,HUV1201,NY,PAS,10/09/2013 12:00:00 AM,71,SUBN,CHEVR,P,15520,62820,58320,20190831,49,49,0,358648,BXTE,0000,0738A,,BX,O,1550,BRONXDALE AVE,,0,408,J3,,BBBBBBB,ALL,ALL,RED,0,2013,-,0,,,,,
1462072343,HRH7185,NY,PAS,10/12/2013 12:00:00 AM,21,SDN,BMW,S,51090,25960,26040,20210501,103,103,0,534917,QE13,0000,0414A,,Q,O,202-05,JAMAICA AVE,,0,408,D1,,BYBYBYB,0300A,0600A,SILV,0,2014,-,0,,,,,
1463170154,12073MJ,NY,COM,11/01/2013 12:00:00 AM,10,VAN,FRUEH,P,17250,12110,12210,0,9,9,401,926560,0401,0000,0522P,,NY,O,519,EAST 13TH ST,,0,408,B,,BBBBBBB,ALL,ALL,BROWN,0,2016,-,0,,,,,
1435269627,GMW5727,NY,PAS,11/12/2013 12:00:00 AM,50,SDN,TOYOT,P,0,40404,40404,20200130,67,67,67,957311,0067,0000,0101P,,K,O,196,MARTENSE,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,2014,-,0,,,,,
1458871678,HWH5893,NY,PAS,01/03/2014 12:00:00 AM,70,SDN,KIA,P,53940,49130,13430,20091109,79,79,0,355531,BNTE,0000,1252P,,K,F,9,KANE PL,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2015,-,0,,,,,
1463396971,83939ME,NY,COM,02/03/2014 12:00:00 AM,14,VAN,FRUEH,P,45602,34430,34450,0,14,14,401,948263,0401,0000,0350P,,NY,F,1,PENN PLAZA,,0,408,C,,BBBBBBB,ALL,ALL,WH,0,2004,-,0,,,,,
1454426974,FCT4781,NY,PAS,02/15/2014 12:00:00 AM,40,SDN,TOYOT,P,16080,19030,15780,20200826,62,62,62,937209,0062,0000,0945P,,K,F,88,BAY 10 ST,,0,408,F2,,BBBBBBB,ALL,ALL,SLV,0,2008,-,0,,,,,
1447719736,GYJ5094,NY,PAS,05/01/2014 12:00:00 AM,14,SUBN,LINCO,P,5790,8990,9340,20210517,114,114,114,937339,0114,0000,1158A,,Q,F,38-35,12 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2019,-,0,,,,,
1475374616,43029MG,NY,COM,05/12/2014 12:00:00 AM,45,VAN,FRUEH,P,64290,7240,7540,20210131,114,114,406,954139,0406,0000,1038A,,Q,F,25-53,STEINWAY ST,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,2014,-,0,,,,,
1471574106,JEB4264,99,PAS,06/13/2014 12:00:00 AM,40,SUBN,NISSA,P,0,0,0,20210604,106,106,106,934877,0106,0000,1232A,,Q,,,C/O 121ST,111 AVE,0,408,E2,,BBBBBBB,ALL,ALL,WH,0,2014,-,0,,,,,
1448778359,85909MD,NY,COM,06/14/2014 12:00:00 AM,46,,,P,36030,11710,13610,0,26,26,26,938282,0026,0000,0525P,,,O,511,W 113 ST,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1448778347,55002MB,NY,COM,06/14/2014 12:00:00 AM,46,DELV,,P,36050,11710,13610,0,26,26,26,938282,0026,0000,0520P,,,O,540,W 114 ST,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1459196363,XX164A,NJ,PAS,06/20/2014 12:00:00 AM,47,VAN,HIN,P,34510,10510,13610,0,14,14,401,953792,0401,0000,1238P,,NY,O,101,W 37,,0,408,L2,,BBBBBBB,ALL,ALL,YELL,0,0,-,0,,,,,
1459137474,21000MH,NY,COM,06/23/2014 12:00:00 AM,48,VAN,FRUEH,P,0,0,0,0,14,14,401,949733,0401,0000,0825A,,,,,S/S W 47 ST,W/B 5 AVE,0,408,C,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1459365835,TKX65V,NJ,PAS,06/26/2014 12:00:00 AM,19,,,P,10810,34570,34590,0,14,14,401,962164,0401,0000,0800A,,NY,F,620,8TH AVE,,0,408,K7,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1459191699,OL3003H,NJ,PAS,06/28/2014 12:00:00 AM,9,TAXI,LINCO,P,0,0,0,0,401,401,401,953877,0401,0000,1127A,,NY,,,W/B E 37 ST,I/O LEXINGTON AVE,0,408,I3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1459191559,6A87C,NY,OMT,06/28/2014 12:00:00 AM,9,TAXI,TOYOT,P,0,0,0,20200630,401,401,401,953877,0401,0000,1101A,,NY,,,E 36 ST,I/O LEXINGTON AVE,0,408,E1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1458972094,32354MJ,NY,COM,07/05/2014 12:00:00 AM,74,VAN,INTER,P,10010,18130,18150,20190430,,0,401,958603,0401,0000,1108,,NY,F,1057,1ST AVE,,0,408,E9,,BBBBBBB,ALL,ALL,BLU,0,0,-,0,,,,,
7846742310,ETG1744,NY,PAS,02/16/2017 12:00:00 AM,19,4DSD,MAZDA,T,31830,5280,5430,20170709,78,78,78,338858,T802,A,0835P,,K,F,360,Dean St,,0,408,J2,,YYYYYYY,,,GY,,2009,,0,M,,,,
1458966288,T602905C,NY,OMT,07/17/2014 12:00:00 AM,14,TAXI,CADIL,P,17830,16320,24890,20200630,14,14,401,949733,0401,0000,0850A,,NY,F,109,E 42 ST,,0,408,C3,,BBBBBBB,ALL,ALL,BR,0,2013,-,0,,,,,
1459310500,12881MK,NY,COM,07/19/2014 12:00:00 AM,14,VAN,FORD,P,34510,10410,10510,20210228,14,14,401,953792,0401,0000,0908A,,NY,F,20,W 37 ST,,0,408,D,,BBBBBBB,ALL,ALL,WH,0,2011,-,0,,,,,
1459846424,HMF3027,NY,PAS,07/25/2014 12:00:00 AM,21,SUBN,TOYOT,S,9130,42630,6180,20201128,66,66,0,527404,KS12,0000,0910A,,K,F,1060,51 ST,,0,408,D1,,BBBYBBB,0830A,1000A,,0,2017,-,0,,,,,
1459269676,21566MG,NY,COM,07/30/2014 12:00:00 AM,47,DELV,INTER,P,10210,17850,17870,20200331,,0,401,958603,0401,0000,0819A,,NY,F,686,3RD AVE,,0,408,L2,,BBBBBBB,ALL,ALL,WHT,0,2010,-,0,,,,,
1461086840,JJJ176,NJ,PAS,08/02/2014 12:00:00 AM,14,DELV,,P,10810,34530,34550,0,14,14,401,902164,0401,0000,1234P,,NY,F,575,8TH AVE,,0,408,C3,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1460926316,31408MG,NY,COM,08/08/2014 12:00:00 AM,14,DELV,FRUEH,P,34510,10410,10510,0,14,14,401,953792,0401,0000,1210A,,NY,F,12,W 37 ST,,0,408,I3,,BBBBBBB,ALL,ALL,WH,0,2004,-,0,,,,,
1449715412,HVG1574,99,PAS,08/08/2014 12:00:00 AM,46,,GMC,P,80530,40404,40404,20200909,77,77,77,961115,0077,0000,0658P,,K,F,1115,ST MARKS PL,,0,408,F1,,BBBBBBB,ALL,ALL,,0,2015,-,0,,,,,
1460926160,87197MH,NY,COM,08/09/2014 12:00:00 AM,14,VAN,ME/BE,P,17730,25390,27790,20200131,14,14,401,953792,0401,0000,0924A,,NY,O,19,E 37 ST,,0,408,F1,,YYYYYYB,0700A,1000A,WH,0,2017,-,0,,,,,
1460926134,9748AW8,AL,PAS,08/09/2014 12:00:00 AM,19,SUBN,GMC,P,34490,10610,10810,0,14,14,401,953792,0401,0000,1136A,,NY,O,207,W 36 ST,,0,408,L2,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1460926109,63662JM,NY,COM,08/09/2014 12:00:00 AM,14,VAN,INTER,P,34510,10410,10510,0,14,14,401,953792,0401,0000,1205A,,NY,F,61,W 37 ST,,0,408,C,,BBBBBBB,ALL,ALL,BR,0,1997,-,0,,,,,
1459382640,18255TC,NY,TRL,08/28/2014 12:00:00 AM,14,TRAL,INTER,P,10110,17550,17570,20200531,13,13,401,960203,0401,0000,0935A,,NY,F,515,2ND AVE,,0,408,F1,,BYYYYBB,0700A,1000A,BR,0,2014,-,0,,,,,
1461471679,ZLX9413,PA,PAS,09/05/2014 12:00:00 AM,21,P-U,FORD,S,60230,63030,52130,0,83,83,0,533754,KN04,0000,1143A,,K,F,275,MENAHAN ST,,0,408,D1,,YYBYBBB,1100A,1230P,WHITE,0,0,-,0,,,,,
1461309451,65131MM,NY,COM,09/19/2014 12:00:00 AM,14,DELV,FRUEH,P,36880,26630,55330,20200131,,0,401,958603,0401,0000,1130A,,NY,O,246,E 46 ST,,0,408,E3,,YYYYYBB,0800A,0700P,WHT,0,2016,-,0,,,,,
1463010564,GSU4793,NY,PAS,10/16/2014 12:00:00 AM,46,P-U,FORD,P,60810,21640,21690,20201220,,0,401,958390,0401,0000,0707P,,NY,O,125-19,ROCKAWAY BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2002,-,0,,,,,
